collection_no,occurrence_no,accepted_name,early_interval,late_interval,max_ma,min_ma,plng,plat,MAT,seasonal_temp,MAP,seasonal_precip
91593,829999,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91594,830000,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,16.7666755935218,37.0538512953619,24.079181925455746,34.0648193359375,1.867377886810573e-5,5.741216227761399e-6
91595,830001,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91596,830002,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91597,830003,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91598,830004,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91600,830005,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,16.7926324407413,37.1010554157562,24.079181925455746,34.0648193359375,1.867377886810573e-5,5.741216227761399e-6
91599,830006,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2834025245107,37.6091318809172,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91658,830549,Dorygnathus banthensis,Falciferum,NA,184.2,182,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91659,830555,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91660,830556,Campylognathoides zitteli,Early Toarcian,NA,184.2,182.9,17.2447831981685,37.5856361171861,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91661,830559,Campylognathoides zitteli,Early Toarcian,NA,184.2,182.9,17.0362989812662,37.3970566471201,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91663,830565,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2834025245107,37.6091318809172,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91664,830566,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2834025245107,37.6091318809172,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91665,830567,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,17.0863863276213,37.4540075842185,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91667,830570,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91668,830571,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2815692557958,37.5961615919457,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91670,830572,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91671,830583,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91672,830584,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91673,830585,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91690,830697,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91691,830698,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,17.2834025245107,37.6091318809172,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91692,830699,Dorygnathus,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91693,830700,Pterosauria,Sinemurian,Aalenian,199.5,170.9,32.390701505745,-30.7358066692692,28.720714823404965,40.31909179687503,2.9601851109598925e-6,9.432188086577748e-6
91696,830764,Campylognathoides zitteli,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91697,830765,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91698,830766,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91699,830767,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,17.2470663794083,37.5987037760155,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91664,830768,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,17.2834025245107,37.6091318809172,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91700,830769,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,16.7809609037002,37.0755668295666,24.079181925455746,34.0648193359375,1.867377886810573e-5,5.741216227761399e-6
91701,830770,Campylognathoides liasicus,Early Toarcian,NA,184.2,182.9,17.2448679090374,37.5853704675137,23.17408650716147,33.94238281249995,1.960315754937862e-5,1.47243472383706e-5
91702,830771,Pterosauria,Sinemurian,Aalenian,199.5,170.9,32.330502705189,-30.8615894412961,28.720714823404965,40.31909179687503,2.9601851109598925e-6,9.432188086577748e-6
91703,830773,Campylognathoides,Early Toarcian,NA,184.2,182.9,16.9832812690068,41.2918640826426,21.365340169270844,40.064727783203075,1.5109644171692102e-5,1.474005239288088e-5
91704,830775,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,16.9933066895587,41.3797254800021,21.365340169270844,40.064727783203075,1.5109644171692102e-5,1.474005239288088e-5
91705,830776,Dorygnathus banthensis,Early Toarcian,NA,184.2,182.9,16.9832812690068,41.2918640826426,21.365340169270844,40.064727783203075,1.5109644171692102e-5,1.474005239288088e-5
91706,830777,Dimorphodon macronyx,Hettangian,NA,201.4,199.5,2.00209121738746,37.3914387110688,28.478247578938817,40.1711730957031,6.754949955241805e-6,1.0536045010667311e-5
46550,831155,Pterosauria,Late Toarcian,Early Bajocian,180.4,168.6,-29.4301235337648,-41.3758502137727,13.630858357747423,21.687866210937482,4.2271433585483464e-5,5.7335774727107505e-5
91989,831300,Rhamphocephalus,Late Bathonian,NA,168.2,165.3,9.46940210975089,42.2031540184119,20.74217376708986,18.89453125,2.06661658618638e-5,2.972188849525991e-5
91990,831518,Pterodactylus,Early Valanginian,NA,139.8,132.6,10.3295970700576,41.6062257368593,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
92016,831763,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.9965456753596,-23.6067375696871,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
92017,831768,Anurognathidae,Aalenian,Bajocian,174.7,168.2,101.726190271442,50.630410431782,8.442450459798197,50.6287231445313,2.0055885594653454e-5,2.9188410735514443e-5
27891,831785,Pterorhynchus wellnhoferi,Early Callovian,NA,165.3,161.5,122.939831863202,43.5353818597506,17.026966349283867,43.390167236328104,3.316018008566365e-5,3.43836554748122e-5
92048,831860,Pterosauria,Oxfordian,NA,161.5,154.8,9.71386833836417,42.9801234290529,19.24138031005861,29.0229797363281,2.6046775171077265e-5,1.1511581760714803e-5
92050,831891,Rhamphorhynchidae,Middle Callovian,NA,165.3,161.5,9.7111321563065,42.1034284161439,20.74217376708986,18.89453125,2.06661658618638e-5,2.972188849525991e-5
92052,831896,Rhamphorhynchidae,Late Callovian,NA,165.3,161.5,8.93510103884965,41.2365433240264,22.934142049153667,16.341766357421896,3.1694655338772776e-5,4.89473632114823e-5
92054,831898,Rhamphorhynchidae,Late Callovian,NA,165.3,161.5,10.2178643809649,38.8902191896959,21.4523915608724,27.627349853515604,3.0807814103657925e-5,1.0642464985721697e-5
92054,831900,Rhamphorhynchoidea,Late Callovian,NA,165.3,161.5,10.2178643809649,38.8902191896959,21.4523915608724,27.627349853515604,3.0807814103657925e-5,1.0642464985721697e-5
92055,831906,Pterosauria,Middle Bathonian,NA,168.2,165.3,8.93646283087594,41.2867971136616,19.518329874674496,31.521850585937447,2.763515931292205e-5,1.0340430890209997e-5
40696,831922,Pterosauria,Bathonian,NA,168.2,165.3,4.45554714737432,46.1746061443985,18.6894724527995,33.44619750976565,2.56913407004807e-5,1.3961167496745498e-5
92062,831946,Pteraichnus,Late Callovian,Oxfordian,165.3,154.8,-57.7985545297492,33.5365687962341,22.151561991373704,27.59628295898438,2.947771397051231e-6,3.1521685741609e-6
92095,832069,Germanodactylus,Early Kimmeridgian,NA,154.8,152.2,7.57660124869806,41.5817393397161,21.14996999104819,32.67724609375,2.8087251166653018e-5,2.7304600735078498e-5
92096,832070,Pterosauria,Kimmeridgian,Early Tithonian,154.8,146.3,6.9973793620374,42.1378412711623,20.212172444661473,32.43591308593748,3.1468051702177036e-5,3.6665652260126e-5
92096,832071,Pterosauria,Kimmeridgian,Early Tithonian,154.8,146.3,6.9973793620374,42.1378412711623,20.212172444661473,32.43591308593748,3.1468051702177036e-5,3.6665652260126e-5
92096,832072,Pterosauria,Kimmeridgian,Early Tithonian,154.8,146.3,6.9973793620374,42.1378412711623,20.212172444661473,32.43591308593748,3.1468051702177036e-5,3.6665652260126e-5
92096,832073,Pterosauria,Kimmeridgian,Early Tithonian,154.8,146.3,6.9973793620374,42.1378412711623,20.212172444661473,32.43591308593748,3.1468051702177036e-5,3.6665652260126e-5
92104,832110,Pteraichnus,Oxfordian,NA,161.5,154.8,-50.8392373186995,36.7945761052269,22.5828796386719,11.2198486328125,7.25032337337931e-6,1.3492553534888421e-5
92105,832111,Pteraichnus,Kimmeridgian,Tithonian,154.8,145,-54.1503444936347,38.7477537252287,25.621308898925786,35.128143310546875,2.3501335325211885e-6,1.80786639703001e-6
92111,832118,Pterodactyloidea,Kimmeridgian,NA,154.8,149.2,14.2108813526551,37.5482787294432,21.338164265950535,26.1751098632813,3.8295678071638875e-5,2.47744010266615e-5
92110,832120,Pterodactylus cirinensis,Kimmeridgian,NA,154.8,149.2,14.2108813526551,37.5482787294432,21.338164265950535,26.1751098632813,3.8295678071638875e-5,2.47744010266615e-5
92110,832121,Pterodactyloidea,Kimmeridgian,NA,154.8,149.2,14.2108813526551,37.5482787294432,21.338164265950535,26.1751098632813,3.8295678071638875e-5,2.47744010266615e-5
92122,832135,Wenupteryx uzi,Middle Tithonian,Late Tithonian,149.2,145,-31.8677777530325,-37.4673927672272,22.43622233072919,31.424011230468746,2.2223863519836113e-6,5.055205008375199e-6
92122,832136,Wenupteryx uzi,Middle Tithonian,Late Tithonian,149.2,145,-31.8677777530325,-37.4673927672272,22.43622233072919,31.424011230468746,2.2223863519836113e-6,5.055205008375199e-6
92136,832196,Batrachognathus volans,Oxfordian,NA,161.5,154.8,72.638383826668,41.3645645721895,18.772004699707047,34.82141113281253,2.5082535065242453e-5,4.149002393205588e-5
92136,832197,Sordes pilosus,Oxfordian,NA,161.5,154.8,72.638383826668,41.3645645721895,18.772004699707047,34.82141113281253,2.5082535065242453e-5,4.149002393205588e-5
74916,832203,Pterodactyloidea,Late Oxfordian,NA,157.9,154.8,9.81052157641627,40.1566324368449,22.782233174641934,30.8074951171875,2.9999213438713926e-5,1.84375003300374e-5
89972,832222,Rhamphorhynchoidea,Late Kimmeridgian,NA,152.2,149.2,9.25332954517002,41.1662051262819,21.18991495768231,28.7904052734375,3.2701098916732e-5,2.21349509956781e-5
92144,832246,Pterosauria,Late Tithonian,Early Berriasian,146.3,142.7,10.5833856561156,42.0324196191562,19.556326802571633,37.281463623046854,3.066219748385872e-5,3.0352442990988503e-5
92146,832266,Ctenochasma taqueti,Early Tithonian,NA,149.2,146.3,13.4852660422022,40.3749688531728,20.290836588541694,30.1484069824219,3.972623562731315e-5,3.03409760817885e-5
48722,832347,Bakonydraco galaczi,Santonian,NA,86.3,83.6,NA,NA,6.7812744140625165,12.031677246093729,0,0
92185,832348,Azhdarchidae,Late Turonian,NA,93.9,89.8,43.3629360634092,27.9865636246586,29.589529927571625,6.859466552734396,5.739350086741979e-6,1.3594253459814328e-5
92188,832362,Zhejiangopterus linhaiensis,Early Campanian,NA,83.6,72.1,114.717479992823,31.4567971222808,27.198391215006527,10.1285705566406,2.8972172003705058e-5,2.8669819585047703e-5
92192,832371,Titanopteryx,Late Campanian,NA,83.6,72.1,30.8362129931147,12.5145363061747,30.010504659016934,6.138641357421797,3.0660958723653195e-5,9.390094339778446e-5
92195,832374,Pterosauria,Late Campanian,NA,83.6,72.1,30.8564705145526,12.4603921652692,30.010504659016934,6.138641357421797,3.0660958723653195e-5,9.390094339778446e-5
92203,832377,Phosphatodraco mauritanicus,Late Maastrichtian,NA,72.1,66,-6.68202793696651,24.6502796373276,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
60311,832385,Ornithocheiroidea,Late Cenomanian,NA,100.5,93.9,29.8613352716203,13.5317234308554,31.355332946777366,5.5442199707032,1.404546404160101e-5,4.4705016875923313e-5
13366,832386,Arambourgiania philadelphiae,Maastrichtian,NA,72.1,66,29.9447010671582,15.9286292115518,33.19744262695313,11.0490417480469,2.3615449152932417e-5,8.6561796123874e-5
92227,832391,Titanopteryx,Campanian,Maastrichtian,83.6,66,-20.3574867318039,8.7400011126777,31.415803527832043,2.2035522460936967,4.914957204960047e-5,1.6702474306384862e-4
92228,832392,Domeykodactylus ceciliae,Early Cretaceous,NA,145,100.5,-36.0738446105321,-25.2585588821102,26.567824300130226,10.4009094238281,7.842543017962565e-7,4.590239647939138e-6
89071,832432,Anhangueridae,Aptian,NA,121.4,113,-42.1715961056162,7.02086778295903,27.83265329996746,6.2326049804688,2.1119745743665902e-5,7.311554077205079e-5
89073,832447,Pteranodontidae,Albian,NA,113,100.5,-49.9038831384719,-15.6155639701827,29.769705708821625,15.0923767089844,1.1110448555913997e-5,5.14975697978315e-5
92232,832474,Anhangueridae,Early Barremian,NA,125.77,121.4,-37.1964481526891,-47.439708356386,12.728143310546896,13.485534667968732,7.905914389993995e-5,3.11740586766973e-5
92234,832483,Pterosauria,Early Albian,NA,113,109.9,-39.9176224110144,-43.5272645056689,11.543623860677105,14.134429931640582,6.257723877448976e-5,2.9439212084980702e-5
92236,832492,Bennettazhia oregonensis,Albian,NA,113,100.5,-76.0354150181635,43.4624091519076,16.42316843668623,23.815979003906282,4.815643872764971e-5,9.154018971457842e-5
89077,832493,Ornithocheiroidea,Late Cenomanian,Late Turonian,100.5,89.8,-64.7103466656295,29.6037465667875,29.55463307698569,10.5071105957031,1.7400366346009832e-5,5.6293568377441275e-5
14388,832494,Pterosauria,Late Aptian,Early Albian,119.5,109.9,-52.9159399103822,31.7334382414202,27.861258443196633,34.4020080566406,4.245345157490495e-6,7.4125572382399704e-6
89148,832501,Ornithocheiridae,Cenomanian,NA,100.5,93.9,-65.043329981504,29.4029596802673,29.55463307698569,10.5071105957031,1.7400366346009832e-5,5.6293568377441275e-5
92247,832534,Quetzalcoatlus lawsoni,Late Maastrichtian,NA,72.1,66,-81.6316289315074,36.2584720494133,22.056888834635426,31.304656982421903,1.819613536705825e-5,2.1358479898481178e-5
92249,832535,Quetzalcoatlus northropi,Late Maastrichtian,NA,72.1,66,-81.6316289315074,36.2584720494133,22.056888834635426,31.304656982421903,1.819613536705825e-5,2.1358479898481178e-5
92251,832536,Quetzalcoatlus northropi,Late Maastrichtian,NA,72.1,66,-81.9146878843828,36.3566117651498,22.056888834635426,31.304656982421903,1.819613536705825e-5,2.1358479898481178e-5
92270,832544,Azhdarchidae,Late Maastrichtian,NA,72.1,66,100.276324440782,-49.8655485719636,12.664056396484398,19.64569091796875,6.481568379967938e-5,4.34055727964732e-5
89951,832545,Pteranodontidae,Middle Albian,Late Albian,109.9,100.5,127.210290792413,-55.2244872265911,10.094359334309917,48.0316162109375,2.5662873819480108e-5,1.2288648576941399e-5
89951,832558,Aussiedraco molnari,Middle Albian,Late Albian,109.9,100.5,127.210290792413,-55.2244872265911,10.094359334309917,48.0316162109375,2.5662873819480108e-5,1.2288648576941399e-5
92290,832586,Anhanguera ligabuei,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92293,832614,Muzquizopteryx coahuilensis,Late Turonian,Early Coniacian,93.9,86.3,-71.193734628974,30.9589072435311,31.393111165364584,23.610534667968796,1.2050660226729328e-5,2.264277964059146e-5
80283,832641,Nyctosaurus,Late Albian,NA,106.2,100.5,-62.5721535128986,17.1336778432643,29.08099009195964,14.9762878417969,8.009377249133342e-6,1.548091915992698e-5
80283,832642,Ornithocheiroidea,Late Albian,NA,106.2,100.5,-62.5721535128986,17.1336778432643,29.08099009195964,14.9762878417969,8.009377249133342e-6,1.548091915992698e-5
92297,832658,Pteraichnus,Late Campanian,Maastrichtian,83.6,66,-76.4069030132393,31.5957060426743,26.82764333089194,10.1240234375,2.8191152902460683e-5,4.851979792874771e-5
28006,832682,Istiodactylidae,Late Barremian,NA,125.77,121.4,8.40106805123056,30.2475670462075,21.159819539388025,18.046234130859403,3.4501993316856286e-5,4.23535457230173e-5
28006,832683,Ornithocheiridae,Late Barremian,NA,125.77,121.4,8.40106805123056,30.2475670462075,21.159819539388025,18.046234130859403,3.4501993316856286e-5,4.23535457230173e-5
92327,832754,Azhdarchidae,Early Cenomanian,NA,100.5,93.9,54.5061604414905,37.2450463368138,23.251206970214852,11.5032958984375,2.730685829040642e-5,5.6996960211108644e-5
75943,832755,Azhdarcho lancicollis,Middle Turonian,Late Turonian,93.9,89.8,56.9574799090743,36.7580363789516,24.583640034993493,8.7001037597656,3.038979798475339e-5,7.310732735277271e-5
92328,832756,Azhdarchidae,Middle Turonian,Late Turonian,93.9,89.8,56.0992878210913,35.7837659700308,25.834011332194027,8.6286010742187,2.0110013110752334e-5,4.6672842017869725e-5
58701,832757,Azhdarcho,Early Santonian,NA,86.3,83.6,63.8220563522494,35.0527490394086,26.13189595540366,29.471405029296903,1.8581530677389927e-5,2.4799274342512982e-5
92329,832758,Bogolubovia orientalis,Early Campanian,NA,83.6,72.1,40.4690595934201,43.2521909270533,20.22784576416017,26.63296508789058,4.187248850939796e-5,2.0325409423094202e-5
92329,832759,Azhdarchidae,Early Campanian,NA,83.6,72.1,40.4690595934201,43.2521909270533,20.22784576416017,26.63296508789058,4.187248850939796e-5,2.0325409423094202e-5
92330,832763,Azhdarchidae,Early Campanian,NA,83.6,72.1,40.6921324077109,42.0342759298921,20.22784576416017,26.63296508789058,4.187248850939796e-5,2.0325409423094202e-5
92359,832768,Azhdarchidae,Late Campanian,NA,83.6,72.1,41.5233809552423,42.3967045945533,20.22784576416017,26.63296508789058,4.187248850939796e-5,2.0325409423094202e-5
58199,832821,Ornithocheiridae,Aptian,NA,121.4,113,104.377552585655,52.8919070466018,4.464068349202495,48.0995635986328,2.551392397739013e-5,2.16973357964889e-5
32314,832822,Ornithocheiridae,Late Albian,Cenomanian,106.2,93.9,32.8326568683742,42.7215154004305,19.8299041748047,16.603973388671903,3.100252839279468e-5,5.289984301271035e-5
92327,832825,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,54.5061604414905,37.2450463368138,23.251206970214852,11.5032958984375,2.730685829040642e-5,5.6996960211108644e-5
58490,832826,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,60.2510670985795,35.9537521648938,27.639777119954434,29.976531982421903,1.2953031600204662e-5,3.3633115378961534e-5
68823,832827,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,54.376364013945,37.2571797346532,23.251206970214852,11.5032958984375,2.730685829040642e-5,5.6996960211108644e-5
70426,832829,Ornithocheiridae,Cenomanian,NA,100.5,93.9,56.7639803407377,37.3973135761581,23.251206970214852,11.5032958984375,2.730685829040642e-5,5.6996960211108644e-5
58472,832830,Ornithocheiridae,Cenomanian,NA,100.5,93.9,56.7791426166762,37.392941267425,23.251206970214852,11.5032958984375,2.730685829040642e-5,5.6996960211108644e-5
59385,832831,Ornithocheiridae,Late Campanian,NA,83.6,72.1,39.1261906144566,40.3212943243112,21.35632731119794,23.981781005859403,3.940524902645849e-5,1.96966338990023e-5
92399,832832,Ornithocheiroidea,Middle Cenomanian,NA,100.5,93.9,38.6453300024873,43.4881635333676,22.009212748209652,16.8702392578125,3.124453121472471e-5,6.133135457275789e-5
92400,832841,Pterosauria,Early Albian,Middle Albian,113,106.2,72.5314689840612,36.1539290731145,20.78061319986981,35.95275878906253,1.6627735305974053e-5,3.321804911138316e-5
92401,832849,Pterodactyloidea,Cenomanian,NA,100.5,93.9,34.8038698555306,42.5365160672434,21.644647216796894,15.434020996093802,3.523888593311616e-5,5.9302545196260326e-5
92402,832851,Ornithocheiridae,Albian,Cenomanian,113,93.9,35.6137190113803,42.6692956883191,19.758337910970067,17.1085205078125,3.074144554678545e-5,4.5305557250685524e-5
92403,832852,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,39.5748119519039,44.2864231441871,21.21971028645835,20.690582275390703,2.7321262341691486e-5,5.73950368902842e-5
92416,833067,Pterosauria,Albian,Cenomanian,113,93.9,36.6587164001017,43.1426342145784,20.661297098795583,16.925140380859304,3.3004010712526614e-5,5.9863720707653556e-5
92417,833070,Ornithocheirus,Cenomanian,NA,100.5,93.9,40.4001296040768,45.4108633958009,21.21971028645835,20.690582275390703,2.7321262341691486e-5,5.73950368902842e-5
92417,833071,Ornithocheiridae,Cenomanian,NA,100.5,93.9,40.4001296040768,45.4108633958009,21.21971028645835,20.690582275390703,2.7321262341691486e-5,5.73950368902842e-5
92418,833074,Ornithocheiridae,Late Cenomanian,NA,100.5,93.9,38.5933577879044,42.2104171540114,22.009212748209652,16.8702392578125,3.124453121472471e-5,6.133135457275789e-5
58705,833076,Pterosauria,Early Santonian,NA,86.3,83.6,64.7571254398075,34.8134565666997,26.13189595540366,29.471405029296903,1.8581530677389927e-5,2.4799274342512982e-5
58491,833077,Pterosauria,Early Santonian,NA,86.3,83.6,64.7571254398075,34.8134565666997,26.13189595540366,29.471405029296903,1.8581530677389927e-5,2.4799274342512982e-5
92420,833078,Pterosauria,Albian,Cenomanian,113,93.9,39.4019208415121,44.6468511755071,20.13794860839845,20.5989379882812,3.029484059879907e-5,5.4835234777783626e-5
92421,833082,Wukongopterus lii,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
89996,833107,Dsungaripteroidea,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
92424,833108,Archaeopterodactyloidea,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
48720,833109,Azhdarchidae,Early Campanian,NA,83.6,72.1,15.9189465043979,33.053983417311,26.01312662760417,7.9049987792969,4.259880051904475e-5,2.98803806799697e-5
92425,833110,Ornithocheiridae,Cenomanian,Campanian,100.5,72.1,2.61324854398312,41.4441939485197,23.494032796223976,15.770782470703097,4.574160842215254e-5,6.244786163733809e-5
92426,833111,Lonchodraco giganteus,Cenomanian,Turonian,100.5,89.8,1.59812462046196,40.8499477324746,24.778098042805993,16.7845153808594,2.0238210178528487e-5,3.401087224119692e-5
92426,833112,Cimoliopterus cuvieri,Cenomanian,Turonian,100.5,89.8,1.59812462046196,40.8499477324746,24.778098042805993,16.7845153808594,2.0238210178528487e-5,3.401087224119692e-5
92426,833113,Lonchodectes compressirostris,Cenomanian,Turonian,100.5,89.8,1.59812462046196,40.8499477324746,24.778098042805993,16.7845153808594,2.0238210178528487e-5,3.401087224119692e-5
92426,833114,Ornithocheiridae,Cenomanian,Turonian,100.5,89.8,1.59812462046196,40.8499477324746,24.778098042805993,16.7845153808594,2.0238210178528487e-5,3.401087224119692e-5
92427,833131,Ornithocheiridae,Cenomanian,Turonian,100.5,89.8,1.22582207641073,40.3784612928048,24.778098042805993,16.7845153808594,2.0238210178528487e-5,3.401087224119692e-5
35298,833132,Ornithocheiridae,Middle Cenomanian,Late Cenomanian,100.5,93.9,0.953892903846303,41.4614987375625,22.599712626139333,33.2871704101562,3.387076306656431e-5,3.1511077395407497e-5
92428,833133,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,0.965842753014067,40.7620973060708,24.778098042805993,16.7845153808594,2.0238210178528487e-5,3.401087224119692e-5
92421,833870,Darwinopterus modularis,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
92651,833872,Ningchengopterus liuae,Late Barremian,Early Aptian,125.77,119.5,120.147403448281,43.5971369466267,16.053865051269547,42.35748291015628,2.701409963871509e-5,3.1523857614956796e-5
92652,833874,Eoazhdarcho liaoxiensis,Aptian,NA,121.4,113,119.134425619577,45.3126206507304,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92652,833877,Shenzhoupterus chaoyangensis,Aptian,NA,121.4,113,119.134425619577,45.3126206507304,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
57124,834146,Ctenochasmatoidea,Late Bathonian,NA,168.2,165.3,7.77743563819006,40.1222490225912,22.934142049153667,16.341766357421896,3.1694655338772776e-5,4.89473632114823e-5
55536,834894,Hongshanopterus lacustris,Aptian,NA,121.4,113,118.907227116062,45.1266786005897,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
79941,834950,Longchengpterus zhaoi,Aptian,NA,121.4,113,118.839832774903,45.2677667378842,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
79941,834951,Liaoxipterus brachyognathus,Aptian,NA,121.4,113,118.839832774903,45.2677667378842,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92749,835013,Haopterus gracilis,Late Barremian,Early Aptian,125.77,119.5,122.041001450753,43.9216893261999,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
79521,836996,Yixianopterus jingangshanensis,Late Barremian,Early Aptian,125.77,119.5,122.39482820039,43.8313117136425,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
92806,837000,Boreopterus cuiae,Late Barremian,Early Aptian,125.77,119.5,122.40052572664,43.437464143607,16.812099711100277,42.56231689453125,2.6489483692178815e-5,3.05641169688897e-5
92898,837506,Sinopterus dongi,Aptian,NA,121.4,113,118.76888631745,45.1137452433732,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92652,837508,Sinopterus gui,Aptian,NA,121.4,113,119.134425619577,45.3126206507304,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92652,837511,Sinopterus dongi,Aptian,NA,121.4,113,119.134425619577,45.3126206507304,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
