collection_no,occurrence_no,accepted_name,early_interval,late_interval,max_ma,min_ma,plng,plat,MAT,seasonal_temp,MAP,seasonal_precip
59357,1264920,Rhamphocephalus bucklandi,Middle Bathonian,NA,168.2,165.3,8.76770344799453,41.3284912251648,19.518329874674496,31.521850585937447,2.763515931292205e-5,1.0340430890209997e-5
59357,1264921,Rhamphocephalus bucklandi,Middle Bathonian,NA,168.2,165.3,8.76770344799453,41.3284912251648,19.518329874674496,31.521850585937447,2.763515931292205e-5,1.0340430890209997e-5
59357,1264922,Rhamphocephalus bucklandi,Middle Bathonian,NA,168.2,165.3,8.76770344799453,41.3284912251648,19.518329874674496,31.521850585937447,2.763515931292205e-5,1.0340430890209997e-5
59357,1264923,Gnathosaurus,Middle Bathonian,NA,168.2,165.3,8.76770344799453,41.3284912251648,19.518329874674496,31.521850585937447,2.763515931292205e-5,1.0340430890209997e-5
59357,1264924,Rhamphocephalus bucklandi,Middle Bathonian,NA,168.2,165.3,8.76770344799453,41.3284912251648,19.518329874674496,31.521850585937447,2.763515931292205e-5,1.0340430890209997e-5
167304,1267054,Istiodactylidae,Barremian,Aptian,125.77,113,84.1904716342541,54.683724554623,14.21804453531903,47.36062622070315,1.1661790608741288e-5,2.256805169054136e-5
167303,1267068,Ornithocheiridae,Barremian,Aptian,125.77,113,84.4496038336791,54.6308884679312,12.870322163899763,46.74206542968753,1.4123085634309954e-5,2.5490697453278658e-5
168797,1269295,Coloborhynchus,Barremian,NA,125.77,121.4,9.60148117063075,40.6624395761492,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
170239,1281810,Pterosauria,Late Maastrichtian,NA,72.1,66,30.2523013452921,15.3938393112339,33.19744262695313,11.0490417480469,2.3615449152932417e-5,8.6561796123874e-5
61361,1283588,Pterosauria,Early Berriasian,NA,145,142.7,7.68332580901975,33.7121264406723,18.97500000000002,21.034881591796832,3.542692563011466e-5,4.92690978717292e-5
170640,1283595,Pterosauria,Berriasian,NA,145,139.8,7.95811390249867,33.2501050306711,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
68446,1283597,Pteraichnus,Berriasian,NA,145,139.8,7.90599299939477,33.3864357700204,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
170649,1283667,Pterosauria,Tithonian,Berriasian,149.2,139.8,7.53534372729719,33.664222920853,18.97500000000002,21.034881591796832,3.542692563011466e-5,4.92690978717292e-5
55682,1283674,Pterofiltrus qiui,Late Barremian,Early Aptian,125.77,119.5,122.061631209947,43.9426020940074,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
170682,1283778,Pterosauria,Late Hauterivian,NA,132.6,125.77,-36.1490089601191,-26.6702695312963,24.589247639973976,8.8426208496094,2.3950907888092847e-6,3.980284816407215e-6
59357,1284660,Pterosauria,Middle Bathonian,NA,168.2,165.3,8.76770344799453,41.3284912251648,19.518329874674496,31.521850585937447,2.763515931292205e-5,1.0340430890209997e-5
26775,1291716,Pterosauria,Campanian,NA,83.6,72.1,-76.3577326378099,55.0929877931031,12.169554646809905,27.256683349609354,2.6325054174473426e-5,2.2059404727770097e-5
135744,1309628,Cimoliopterus dunni,Late Cenomanian,NA,100.5,93.9,-63.1400443862865,32.1801835370181,33.035628255208344,28.3683776855469,1.5966307955750377e-5,4.1909967876563274e-5
175797,1309919,Pterosauria,Hauterivian,Barremian,132.6,121.4,12.5319457540615,17.3123177598267,28.600854492187526,5.5526123046875,3.299293456393567e-5,9.892999719340848e-5
176120,1311914,Rhamphorhynchidae,Bathonian,NA,168.2,165.3,-1.98879984120797,26.8983793387606,28.07277832031251,20.440948486328097,1.3748139811771873e-5,4.077038806826749e-5
176120,1311915,Pterosauria,Bathonian,NA,168.2,165.3,-1.98879984120797,26.8983793387606,28.07277832031251,20.440948486328097,1.3748139811771873e-5,4.077038806826749e-5
25141,1320135,Pterosauria,Kimmeridgian,Tithonian,154.8,145,-60.8443758265934,37.0465018145578,14.283113098144534,22.994628906249982,1.4834477421269794e-5,2.491262557668958e-5
172613,1328923,Pterosauria,Late Campanian,NA,83.6,72.1,-82.0110296448262,45.4568354357435,14.316178894042979,19.887268066406282,4.056410928872841e-5,3.60125231964048e-5
171108,1328925,Pterosauria,Late Maastrichtian,NA,72.1,66,1.38147424876866,33.8618082915883,23.415813700358093,24.561737060546797,2.8709800441599025e-5,4.20931273765745e-5
91265,1328949,Anurognathidae,Late Bathonian,Early Kimmeridgian,168.2,152.2,122.527851523489,41.7374712651575,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
27891,1328950,Daohugoupterus delicatus,Early Callovian,NA,165.3,161.5,122.939831863202,43.5353818597506,17.026966349283867,43.390167236328104,3.316018008566365e-5,3.43836554748122e-5
178842,1328951,Pterosauria,Early Kimmeridgian,NA,154.8,152.2,5.62320221364644,48.5663488856295,18.83065185546876,39.619781494140575,2.2748164307510397e-5,2.6181704015471095e-5
178843,1328953,Rhamphorhynchus etchesi,Tithonian,NA,149.2,145,7.42975178505074,41.7965181033069,19.12261352539064,36.345428466796854,3.244287518100463e-5,4.48340333605302e-5
118207,1328955,Linlongopterus jennyae,Aptian,NA,121.4,113,118.720241270366,44.4602698139216,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
105772,1328956,Ikrandraco avatar,Aptian,NA,121.4,113,118.656045994681,44.2871724298249,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
135798,1328957,Ikrandraco avatar,Aptian,NA,121.4,113,118.376587020382,44.5092784349509,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
52007,1333304,Ornithocheiridae,Middle Albian,Late Albian,109.9,100.5,101.019816290821,48.6459386852035,11.577022806803402,44.970092773437486,1.4901002183857299e-5,1.603883993084306e-5
180788,1338592,Pterosauria,Late Kimmeridgian,NA,152.2,149.2,15.3772115543842,39.2435714337695,20.290836588541694,30.1484069824219,3.972623562731315e-5,3.03409760817885e-5
92421,1342708,Jianchangnathus robustus,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
182492,1347072,Rhamphorhynchoidea,Early Kimmeridgian,NA,154.8,152.2,16.6114070185165,43.6621455099439,20.83139699300132,32.6650085449219,3.246066444262396e-5,2.9291940336406697e-5
175578,1347761,Ixalerpeton polesinensis,Carnian,NA,237,227,-16.8001918249091,-44.183730000309,24.660434977213562,49.483245849609354,7.806946049034497e-6,1.0213237828793311e-5
182613,1347795,Dromomeron gigas,Norian,NA,227,208.5,-30.7257220724691,-40.9088500822978,26.533013916015634,33.7397766113281,4.775760724366288e-6,1.3154950664784339e-5
182613,1347829,Pterosauria,Norian,NA,227,208.5,-30.7257220724691,-40.9088500822978,26.533013916015634,33.7397766113281,4.775760724366288e-6,1.3154950664784339e-5
182614,1347833,Pterosauria,Norian,NA,227,208.5,-30.7598938851774,-40.8847437621146,26.533013916015634,33.7397766113281,4.775760724366288e-6,1.3154950664784339e-5
182655,1348099,Pterosauria,Berriasian,Barremian,145,121.4,107.478935611027,25.2394567409344,23.417370096842475,22.9505004882812,1.800148974240301e-5,7.573232485924566e-5
105797,1350000,Ctenochasma porocristata,Early Tithonian,NA,149.2,146.3,18.856655419878,40.9164414445687,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
53039,1350001,Germanodactylus cristatus,Early Tithonian,NA,149.2,146.3,18.8321180718081,40.9434399181677,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
132062,1350002,Germanodactylus rhamphastinus,Early Tithonian,NA,149.2,146.3,18.6332056887602,40.7907899005357,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
183201,1358593,Caelestiventus hanseni,Late Triassic,Early Jurassic,237,174.7,-52.2043172323593,18.6704392373528,34.69666442871096,18.2840270996094,9.996528472407578e-7,3.626693513503195e-6
187436,1373257,Pterosauria,Late Kimmeridgian,NA,152.2,149.2,19.4656018512818,41.1558047723058,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
187436,1373258,Ctenochasmatinae,Late Kimmeridgian,NA,152.2,149.2,19.4656018512818,41.1558047723058,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
187436,1373259,Pterodactyloidea,Late Kimmeridgian,NA,152.2,149.2,19.4656018512818,41.1558047723058,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
187436,1373260,Ardeadactylus longicollum,Late Kimmeridgian,NA,152.2,149.2,19.4656018512818,41.1558047723058,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
188486,1378007,Pteranodon,Santonian,NA,86.3,83.6,-66.8622535312753,41.9293220489847,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
188486,1378008,Nyctosaurus gracilis,Santonian,NA,86.3,83.6,-66.8622535312753,41.9293220489847,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
188879,1379986,Allkaruen koi,Late Toarcian,Early Bajocian,180.4,168.6,-29.3994573457836,-41.4015068619121,13.630858357747423,21.687866210937482,4.2271433585483464e-5,5.7335774727107505e-5
181004,1380180,Pterosauria,Early Turonian,NA,93.9,89.8,14.8690922953056,40.1629546765783,26.392900085449234,15.7198486328125,2.8414550191276547e-5,4.6349240619747434e-5
99240,1380906,Anhangueria,Early Cenomanian,NA,100.5,93.9,142.784674427506,-60.1719325603621,5.949761962890641,41.185821533203104,4.705718023008861e-5,4.9445881813880994e-5
189036,1380907,Anhangueria,Early Cenomanian,NA,100.5,93.9,142.44780778981,-60.1499869359087,5.949761962890641,41.185821533203104,4.705718023008861e-5,4.9445881813880994e-5
189085,1381020,Azhdarchidae,Late Campanian,NA,83.6,72.1,-73.6453180531075,57.7987003520658,12.141002909342477,29.89794921875,2.0453226018920175e-5,2.00701852008933e-5
77891,1384099,Aymberedactylus cearensis,Late Aptian,NA,119.5,113,-8.39652008976961,-8.86520088450145,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
96223,1385606,Xericeps curvirostris,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
58466,1389252,Azhdarchidae,Early Cenomanian,NA,100.5,93.9,60.2510670985795,35.9537521648938,27.639777119954434,29.976531982421903,1.2953031600204662e-5,3.3633115378961534e-5
58466,1389253,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,60.2510670985795,35.9537521648938,27.639777119954434,29.976531982421903,1.2953031600204662e-5,3.3633115378961534e-5
58466,1389254,Pterodactyloidea,Early Cenomanian,NA,100.5,93.9,60.2510670985795,35.9537521648938,27.639777119954434,29.976531982421903,1.2953031600204662e-5,3.3633115378961534e-5
73272,1391610,Azhdarchoidea,Late Valanginian,Early Hauterivian,139.8,125.77,9.78041544139033,41.7136737329135,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
73272,1391611,Pterosauria,Late Valanginian,Early Hauterivian,139.8,125.77,9.78041544139033,41.7136737329135,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
73272,1391612,Pterosauria,Late Valanginian,Early Hauterivian,139.8,125.77,9.78041544139033,41.7136737329135,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
26782,1391718,Pterosauria,Aptian,NA,121.4,113,-32.1426597656546,33.1403787216424,24.333108520507825,27.836456298828104,1.5492591046495353e-5,3.959966261390941e-5
139746,1396888,Pterosauria,Bathonian,NA,168.2,165.3,4.46535892755935,46.4309655715842,17.586465454101567,21.024383544921882,1.8822928495865195e-5,2.347895679122298e-5
168417,1396893,Azhdarchidae,Maastrichtian,NA,72.1,66,89.2957624985066,41.1224360556364,18.11087443033855,41.42285156250003,1.3398281832148008e-5,2.231620851489423e-5
192452,1397022,Pterosauria,Kimmeridgian,Tithonian,154.8,145,-61.4673338610357,35.8039380188846,18.464095052083344,29.0371398925781,6.791933647794701e-6,6.92038133820461e-6
53040,1397054,Pterosauria,Tithonian,NA,149.2,145,-61.8519437594049,36.3100822105126,15.445232645670592,26.13546752929685,1.2045982998643009e-5,1.659805229792258e-5
156134,1397901,Pterosauria,Kimmeridgian,NA,154.8,149.2,-59.2850627174252,36.2682867287022,14.283113098144534,22.994628906249982,1.4834477421269794e-5,2.491262557668958e-5
165422,1401135,Pterosauria,Late Aptian,Early Albian,119.5,109.9,-8.2557763445606,-9.25735964586562,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
193049,1401157,Pterosauria,Late Aptian,NA,119.5,113,-8.27725700031679,-9.22992270354803,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
116297,1403623,Ornithocheiridae,Albian,NA,113,100.5,10.0917646966792,16.1017844015759,29.689889526367203,4.1587219238281,4.1588359257123855e-5,1.0398181029813711e-4
193773,1403795,Azhdarchidae,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
193774,1403796,Tethydraco regalis,Late Maastrichtian,NA,72.1,66,-6.68202793696651,24.6502796373276,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
193774,1403797,Alcione elainus,Late Maastrichtian,NA,72.1,66,-6.68202793696651,24.6502796373276,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
193774,1403798,Simurghia robusta,Late Maastrichtian,NA,72.1,66,-6.68202793696651,24.6502796373276,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
193774,1403799,Barbaridactylus grandis,Late Maastrichtian,NA,72.1,66,-6.68202793696651,24.6502796373276,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
193774,1403800,Phosphatodraco mauritanicus,Late Maastrichtian,NA,72.1,66,-6.68202793696651,24.6502796373276,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
193774,1403801,Azhdarchidae,Late Maastrichtian,NA,72.1,66,-6.68202793696651,24.6502796373276,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
193775,1403802,Azhdarchidae,Late Maastrichtian,NA,72.1,66,-6.34390447376824,24.5274247143783,28.388464864095067,8.467803955078097,1.121106204967267e-5,3.9912391684993054e-5
105772,1407175,Vesperopterylus lamadongensis,Aptian,NA,121.4,113,118.656045994681,44.2871724298249,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
194497,1407176,Maaradactylus kellneri,Late Aptian,NA,119.5,113,-8.41322444631413,-8.92238191357897,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92151,1409660,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194795,1409678,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194849,1410104,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194851,1410114,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194852,1410118,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194853,1410126,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194857,1410139,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194858,1410143,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
194861,1410159,Rhamphorhynchoidea,Bathonian,NA,168.2,165.3,24.8937399826053,-23.6039054467921,28.86100921630861,9.278472900390597,3.0656663767558705e-5,1.0581411663679307e-4
195209,1412714,Ornithocheiridae,Late Barremian,NA,125.77,121.4,9.89576633178452,30.0918197323849,26.656938171386734,8.293212890625,3.2073905913421186e-5,5.29122862644726e-5
13273,1417821,Dromomeron gregorii,Norian,NA,227,208.5,-41.1351349702573,8.09642391670562,39.42803853352865,8.904083251953097,2.8023083700201525e-6,1.0107186517949126e-5
84269,1417822,Dromomeron gregorii,Norian,NA,227,208.5,-41.277173226269,9.55897071677649,38.49866638183596,11.491302490234396,2.2197780370862103e-6,7.456254992987968e-6
84269,1417823,Dromomeron romeri,Norian,NA,227,208.5,-41.277173226269,9.55897071677649,38.49866638183596,11.491302490234396,2.2197780370862103e-6,7.456254992987968e-6
196354,1417826,Dromomeron romeri,Norian,NA,227,208.5,-41.2484465207696,8.04096663476328,39.42803853352865,8.904083251953097,2.8023083700201525e-6,1.0107186517949126e-5
196354,1417827,Dromomeron,Norian,NA,227,208.5,-41.2484465207696,8.04096663476328,39.42803853352865,8.904083251953097,2.8023083700201525e-6,1.0107186517949126e-5
156015,1425262,Liaodactylus primus,Oxfordian,NA,161.5,154.8,123.161525532915,42.1161377432642,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
198618,1427999,Dromomeron romeri,Rhaetian,NA,208.5,201.4,-54.6298957006004,14.4096609516967,34.01351318359375,13.2826538085938,2.4835005516532496e-6,9.565240587150466e-6
131961,1429200,Ptenodracon brevirostris,Kimmeridgian,NA,154.8,149.2,19.474299662942,40.9777138801181,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
94210,1429229,Camposipterus nasutus,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
84365,1429284,Ctenochasma elegans,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,1429285,Pterodactylus spectabilis,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
48722,1434043,Pterodactyloidea,Santonian,NA,86.3,83.6,NA,NA,6.7812744140625165,12.031677246093729,0,0
129475,1437862,Forfexopterus jeholensis,Aptian,NA,121.4,113,118.656045994681,44.2871724298249,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92421,1439336,Douzhanopterus zhengi,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
201767,1445325,Pterosauria,Late Barremian,NA,125.77,121.4,112.88757659381,15.5704348110367,32.651030476888025,12.0128784179687,3.310361495323377e-5,9.080162971031319e-5
59177,1446152,Pteraichnus,Aptian,Albian,121.4,100.5,123.973864379389,42.8513989800317,14.1294647216797,40.4616088867187,4.456722611697235e-5,5.873595364391809e-5
182654,1446295,Pteraichnus,Barremian,Albian,125.77,100.5,108.016831997366,27.8845016365747,25.689210510253908,24.034698486328097,2.3748138194908588e-5,7.909129499239503e-5
55238,1447887,Dsungaripteridae,Valanginian,Barremian,139.8,121.4,102.810910297333,47.0521986366242,7.5473876953125165,44.0153198242187,2.1069271800418684e-5,2.4752921490289696e-5
55238,1447892,Noripterus parvus,Valanginian,Barremian,139.8,121.4,102.810910297333,47.0521986366242,7.5473876953125165,44.0153198242187,2.1069271800418684e-5,2.4752921490289696e-5
203446,1457690,Iberodactylus andreui,Early Barremian,NA,125.77,121.4,9.7510998025209,30.5842634109011,26.656938171386734,8.293212890625,3.2073905913421186e-5,5.29122862644726e-5
51859,1466066,Ctenochasmatidae,Late Kimmeridgian,NA,152.2,149.2,17.9497595288142,43.8687161036466,19.71026509602866,37.65042114257815,2.7293582130975366e-5,2.56297198575339e-5
45726,1467132,Ctenochasmatidae,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
45726,1467133,Rhamphorhynchidae,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
204918,1467155,Pterosauria,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
204924,1467222,Pterosauria,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
204936,1467277,Pterosauria,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
204990,1467816,Ctenochasmatidae,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
204990,1467817,Rhamphorhynchidae,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
204990,1467818,Pterosauria,Late Tithonian,Early Berriasian,146.3,142.7,1.40243969346477,25.4738055861725,28.34698638916017,17.994079589843697,1.0861447255668577e-5,2.265995988182111e-5
205840,1475022,Seazzadactylus venieri,Norian,NA,227,208.5,15.4621935884823,21.9039717744526,29.176616923014326,4.9075317382812,2.311023454619014e-5,5.978527519800993e-5
49276,1476880,Pterosauria,Maastrichtian,NA,72.1,66,-7.42768239701523,32.9554749153648,27.096452331542967,23.8047180175781,1.7340397372815158e-5,2.7471816338220392e-5
201814,1479214,Pteraichnus,Berriasian,NA,145,139.8,7.97695228899237,33.1950417022702,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
92089,1480121,Dromomeron romeri,Norian,Rhaetian,227,201.4,-44.7308167769058,16.3571531470651,36.60346628824871,20.8589477539063,9.468163522374783e-7,3.136297131001166e-6
153781,1486216,Ferrodraco lentoni,Cenomanian,Early Turonian,100.5,89.8,135.005598171008,-52.984083286318,16.85639597574871,45.406524658203104,3.11281443525028e-5,2.1913487216806998e-5
160057,1487956,Keresdrakon vilsoni,Aptian,Campanian,121.4,72.1,-28.7449645643821,-33.7991474671251,31.020674641927084,29.267120361328104,4.948406375622951e-6,1.156477634367544e-5
207051,1487957,Nurhachius luei,Aptian,NA,121.4,113,118.907227116062,45.1266786005897,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
138218,1487998,Mimodactylus libanensis,Late Cenomanian,NA,100.5,93.9,29.852360814386,13.4980176496673,31.355332946777366,5.5442199707032,1.404546404160101e-5,4.4705016875923313e-5
208784,1499994,Afrotapejara zouhri,Late Albian,Early Cenomanian,106.2,93.9,-3.68723419673339,18.078580617097,29.088703409830742,9.460418701171896,3.358437855638389e-5,1.0337379352165537e-4
209058,1501175,Nicorhynchus fluviferox,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
209058,1501176,Anhanguera piscator,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
209058,1501177,Ornithocheirus simus,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
209058,1501178,Coloborhynchus,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
137831,1509197,Ornithocheiridae,Late Valanginian,NA,139.8,132.6,-42.0471642562904,5.40392969810139,29.785773213704427,3.6232299804687997,3.282961910618572e-5,6.957055267875485e-5
210649,1509198,Pterodactyloidea,Late Valanginian,NA,139.8,132.6,-42.866388640348,3.53392164789207,32.680553690592475,5.1334228515625,3.384496888259037e-5,8.903061524279113e-5
96283,1514311,Kongonaphon kely,Ladinian,Carnian,242,227,30.6077058723941,-43.8315185775178,24.930136617024765,51.80792236328123,1.0414658580278532e-5,1.07522132566373e-5
212185,1518477,Pterosauria,Middle Campanian,Late Campanian,83.6,72.1,-74.9347189295799,35.4582812150428,21.82902679443361,21.505096435546903,2.2928655804813992e-5,2.3992363821889706e-5
115074,1521035,Albadraco tharmisensis,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
132556,1521038,Azhdarchidae,Late Campanian,NA,83.6,72.1,-92.1380475605555,55.6636087445845,18.02822774251305,8.791992187500002,3.4052914126429336e-5,4.767512791659105e-5
212632,1521040,Pterodactyloidea,Santonian,Campanian,86.3,72.1,-66.9889834661295,-61.7466503973114,12.596668497721364,9.406890869140602,3.2170998262396694e-5,3.23622007272207e-5
212634,1521042,Pterodactyloidea,Early Maastrichtian,NA,72.1,66,-67.6019700658143,-61.3296250381814,12.026363627115897,9.123657226562452,3.0563028682687836e-5,3.0056401556066703e-5
123906,1522635,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,18.8301326120623,40.9199265228871,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
212954,1522636,Pterodactylus micronyx,Early Tithonian,NA,149.2,146.3,18.8301326120623,40.9199265228871,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
122586,1522637,Germanodactylus rhamphastinus,Early Tithonian,NA,149.2,146.3,18.8301326120623,40.9199265228871,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
212956,1522641,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,18.8301326120623,40.9199265228871,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
212957,1522642,Pterodactylus,Early Tithonian,NA,149.2,146.3,18.8301326120623,40.9199265228871,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
139551,1522643,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,18.8301326120623,40.9199265228871,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
117534,1522644,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,18.8007833311008,40.9082082214754,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
212958,1522645,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,18.8007833311008,40.9082082214754,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
139876,1522646,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,18.8301326120623,40.9199265228871,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
209058,1526669,Leptostomia begaaensis,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
209058,1526670,Apatorhamphus gyrostega,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
